piece	div1_nom	div1_num	div2_nom	div2_num	pos	id	nom	texte	didascalie
Macbeth	Act 4	4	Scene 1	18	426	mac-all	All	                        <l xml:id="sha-mac401067F" n="67">              Come, high or low;            </l>                        <l xml:id="sha-mac401068" n="68">              Thyself and office deftly show!              <didascalie>Thunder.</didascalie><didascalie>First Apparition: an armed Head.</didascalie></l>                    	
Macbeth	Act 4	4	Scene 1	18	427	Macbeth	Macbeth	                        <l xml:id="sha-mac401069I" n="69">              Tell me, thou unknown power, —            </l>                    	
Macbeth	Act 4	4	Scene 1	18	428	mac-first-witch.	First Witch	                        <l xml:id="sha-mac401069F" n="69">              He knows thy thought:            </l>                        <l xml:id="sha-mac401070" n="70">              Hear his speech, but say thou nought.            </l>                    	
Macbeth	Act 4	4	Scene 1	18	429	mac-first-app.	First Apparition	                        <l xml:id="sha-mac401071" n="71">              Macbeth! Macbeth! Macbeth! beware Macduff;            </l>                        <l xml:id="sha-mac401072" n="72">              Beware the thane of Fife. Dismiss me. Enough.              <didascalie>Descends.</didascalie></l>                    	
Macbeth	Act 4	4	Scene 1	18	430	Macbeth	Macbeth	                        <l xml:id="sha-mac401073" n="73">              What e'er thou art, for thy good caution, thanks;            </l>                        <l xml:id="sha-mac401074" n="74">              Thou hast harped my fear aright: but one word more, —            </l>                    	
Macbeth	Act 4	4	Scene 1	18	431	mac-first-witch.	First Witch	                        <l xml:id="sha-mac401075" n="75">              He will not be commanded: here's another,            </l>                        <l xml:id="sha-mac401076" n="76">              More potent than the first.              <didascalie>Thunder.</didascalie><didascalie>Second Apparition: a bloody Child.</didascalie></l>                    	
Macbeth	Act 4	4	Scene 1	18	432	mac-sec.-app.	Second Apparition	                        <l xml:id="sha-mac401077" n="77">              Macbeth! Macbeth! Macbeth!            </l>                    	
Macbeth	Act 4	4	Scene 1	18	433	Macbeth	Macbeth	                        <l xml:id="sha-mac401078" n="78">              Had I three ears, I'ld hear thee.            </l>                    	
Macbeth	Act 4	4	Scene 1	18	434	mac-sec.-app.	Second Apparition	                        <l xml:id="sha-mac401079" n="79">              Be bloody, bold, and resolute; laugh to scorn            </l>                        <l xml:id="sha-mac401080" n="80">              The power of man, for none of woman born            </l>                        <l xml:id="sha-mac401081" n="81">              Shall harm Macbeth.              <didascalie>Descends.</didascalie></l>                    	
Macbeth	Act 4	4	Scene 1	18	435	Macbeth	Macbeth	                        <l xml:id="sha-mac401082" n="82">              Then live, Macduff: what need I fear of thee?            </l>                        <l xml:id="sha-mac401083" n="83">              But yet I'll make assurance double sure,            </l>                        <l xml:id="sha-mac401084" n="84">              And take a bond of fate: thou shalt not live;            </l>                        <l xml:id="sha-mac401085" n="85">              That I may tell pale-hearted fear it lies,            </l>                        <l xml:id="sha-mac401086" n="86">              And sleep in spite of thunder.               <didascalie>Thunder.</didascalie><didascalie>Third Apparition: a Child crowned, with a tree in his hand.</didascalie></l>                        <l xml:id="sha-mac401087" n="87">              That rises like the issue of a king,            </l>                        <l xml:id="sha-mac401088" n="88">              And wears upon his baby-brow the round            </l>                        <l xml:id="sha-mac401089I" n="89">              And top of sovereignty?            </l>                    	
Macbeth	Act 4	4	Scene 1	18	436	mac-all	All	                        <l xml:id="sha-mac401089F" n="89">              Listen, but speak not to't.            </l>                    	
Macbeth	Act 4	4	Scene 1	18	437	mac-third-app.	Third Apparition	                        <l xml:id="sha-mac401090" n="90">              Be lion-mettled, proud; and take no care            </l>                        <l xml:id="sha-mac401091" n="91">              Who chafes, who frets, or where conspirers are:            </l>                        <l xml:id="sha-mac401092" n="92">              Macbeth shall never vanquished be until            </l>                        <l xml:id="sha-mac401093" n="93">              Great Birnam wood to high Dunsinane hill            </l>                        <l xml:id="sha-mac401094I" n="94">              Shall come against him.              <didascalie>Descends.</didascalie></l>                    	
Macbeth	Act 4	4	Scene 1	18	438	Macbeth	Macbeth	                        <l xml:id="sha-mac401094F" n="94">              That will never be:            </l>                        <l xml:id="sha-mac401095" n="95">              Who can impress the forest, bid the tree            </l>                        <l xml:id="sha-mac401096" n="96">              Unfix his earth-bound root? Sweet bodements good!            </l>                        <l xml:id="sha-mac401097" n="97">              Rebellious dead, rise never till the wood            </l>                        <l xml:id="sha-mac401098" n="98">              Of Birnam rise, and our high-placed Macbeth            </l>                        <l xml:id="sha-mac401099" n="99">              Shall live the lease of nature, pay his breath            </l>                        <l xml:id="sha-mac401100" n="100">              To time and mortal custom. Yet my heart            </l>                        <l xml:id="sha-mac401101" n="101">              Throbs to know one thing: tell me, if your art            </l>                        <l xml:id="sha-mac401102" n="102">              Can tell so much: shall Banquo's issue ever            </l>                        <l xml:id="sha-mac401103I" n="103">              Reign in this kingdom?            </l>                    	
